rowid,koi_fpflag_nt,koi_score,koi_period,koi_dikco_msky,koi_fpflag_co,koi_fpflag_ss,koi_num_transits,koi_count,koi_steff_err1,koi_fpflag_ec,koi_srho_err2,kepid,koi_fwm_sdeco,koi_depth,koi_dikco_mra_err,koi_fwm_stat_sig,koi_prad_err1,koi_dicco_msky,koi_smet_err2,koi_ror,koi_dikco_msky_err,koi_prad,koi_dor,classification,koi_pdisposition
4112,0,0.994,5.72716067,0.67,0,0,171.0,3,77.0,0,-1.20666,11125613,-1.43,310.9,0.55,0.037,0.05,0.72,-0.15,0.016114,0.54,1.4,17.92,1,CANDIDATE
4113,1,0.4808294015396076,407.59415,1.8125658216588836,1,0,385.00676798860127,1,183.0,0,-6.85631,3545583,-0.1658165901855308,462.4,0.4253372248165444,0.15099363807728558,0.75,1.8665610708310096,-0.28,0.019805,0.4760600400266844,2.11,434.66,0,FALSE POSITIVE
4114,0,0.939,10.30148508,1.16,0,0,112.0,3,70.0,0,-0.28368,9896018,-0.29,162.7,0.45,0.088,0.27,1.14,-0.15,0.011853,0.45,1.6,18.34,1,CANDIDATE
4115,0,0.914,17.8007815,0.7,0,0,74.0,1,111.0,0,-0.00908,12456063,-0.1,44.5,0.72,0.15099363807728558,0.17,0.55,-0.2,0.007451,0.79,1.02,8.21,1,CANDIDATE
4116,1,0.4808294015396076,358.101884,1.8125658216588836,0,0,385.00676798860127,1,148.0,0,-0.32128,8374741,-0.1658165901855308,114.0,0.4253372248165444,0.15099363807728558,0.41,1.8665610708310096,-0.26,0.010135,0.4760600400266844,0.95,354.0,0,FALSE POSITIVE
4117,0,0.907,1.717859841,0.74,0,0,782.0,1,188.0,0,-16.24225,5096053,-0.3,66.3,0.38,0.595,0.43,0.72,-0.3,0.007668,0.36,1.45,13.68,1,CANDIDATE
4118,1,0.4808294015396076,46.0771501,1.8125658216588836,0,0,385.00676798860127,4,144.63555408970976,0,-5.488531670453316,11296045,-0.1658165901855308,23791.335898271922,0.4253372248165444,0.15099363807728558,17.65768394739702,1.8665610708310096,-0.2520326904217064,0.28364628616454735,0.4760600400266844,102.89177806760135,76.73633334039779,0,FALSE POSITIVE
4119,1,0.4808294015396076,42.62423329,1.8125658216588836,0,0,385.00676798860127,4,144.63555408970976,0,-5.488531670453316,11296045,-0.1658165901855308,23791.335898271922,0.4253372248165444,0.15099363807728558,17.65768394739702,1.8665610708310096,-0.2520326904217064,0.28364628616454735,0.4760600400266844,102.89177806760135,76.73633334039779,0,FALSE POSITIVE
4120,0,0.0,0.447861451,5.71,1,0,1194.0,1,158.0,0,-1.69626,3247503,-1.3,265.4,0.14,0.0,0.37,5.47,-0.3,0.015358,0.14,1.42,3.75,0,FALSE POSITIVE
4121,0,0.979,7.3422467,0.49,0,0,118.0,1,174.0,0,-3.54773,5802637,-1.7,366.8,0.3,0.0,0.34,2.34,-0.3,0.017463,0.5,1.6,27.25,1,CANDIDATE
4122,0,0.935,8.1134681,0.8,0,0,150.0,2,108.0,0,-0.39428,5531694,1.0,40.5,0.8,0.014,0.13,0.87,-0.15,0.005948,1.1,0.92,11.24,1,CANDIDATE
4123,0,0.947,3.036208739,0.78,0,0,154.0,3,69.0,0,-14.04306,8733898,1.21,1820.5,0.34,0.005,0.17,0.54,-0.15,0.039143,0.34,1.4,25.71,1,CANDIDATE
4124,0,1.0,18.0541469,0.12,0,0,72.0,2,74.0,0,-0.65237,9828127,-0.42,283.1,0.5,0.445,0.18,0.12,-0.15,0.015187,0.5,1.51,30.07,1,CANDIDATE
4125,0,0.991,5.4675514,0.9,0,0,236.0,2,83.0,0,-0.5569,7107802,-2.1,87.2,0.76,0.019,0.15,1.0,-0.15,0.008485,1.0,1.07,12.38,1,CANDIDATE
4126,0,0.0,1.01530474,1.805,1,1,1060.0,1,70.0,0,-0.00118,4281068,-0.1658165901855308,16445.0,0.07,0.15099363807728558,11.38,1.816,-0.2,0.411901,0.07,64.77,1.4465,0,FALSE POSITIVE
4127,1,0.84,94.180473,0.12,0,0,15.0,1,167.0,0,-0.08613,9092496,-0.34,1104.4,0.16,0.072,1.55,0.1,-0.3,0.038195,0.16,4.17,39.8,0,FALSE POSITIVE
4128,0,0.996,1.538185321,0.34,0,0,740.0,1,184.0,0,-1.05007,5644412,-1.23,277.2,0.4,0.0,0.17,1.16,-0.3,0.016308,0.4,1.29,5.21,1,CANDIDATE
4129,0,0.0,1.332567643,0.55,1,1,1006.0,1,152.0,1,-0.00531,9959545,-1.44,56.7,0.34,0.032,0.14,0.37,-0.3,0.007244,0.77,0.62,2.005,0,FALSE POSITIVE
4130,0,0.0,1.089076495,2.53,1,0,1227.0,1,145.0,1,-0.04059,9641144,0.25,43.7,0.89,0.108,0.23,2.5,-0.3,0.006327,0.96,0.75,3.06,0,FALSE POSITIVE
4131,0,0.002,1.662710314,7.694,1,0,788.0,1,192.0,0,-0.39003,8572168,-14.37,85.9,0.075,0.0,0.47,7.711,-0.3,0.008824,0.071,2.16,5.79,0,FALSE POSITIVE
4132,1,0.044,472.071079,1.3,0,0,3.0,1,83.0,0,-16.8025,4472143,-0.8,252.6,0.6,0.098,0.17,1.1,-0.15,0.014666,1.5,2.01,587.0,0,FALSE POSITIVE
4133,0,0.0,0.888478095,3.61,0,0,1505.0,1,166.0,0,-0.58056,12509829,1.82,340.4,0.51,0.0,0.33,3.46,-0.3,0.01717,0.9,1.51,4.1,1,CANDIDATE
4134,0,0.0,2.18242002,7.08,1,0,618.0,1,158.0,1,-0.08898,7368137,-1.54,69.7,0.72,0.0,0.19,6.95,-0.3,0.008207,0.74,0.7,2.98,0,FALSE POSITIVE
4135,0,0.0,0.503999678,1.188,0,1,2652.0,1,146.0,0,-1.09028,9027841,-1.1,975.6,0.083,0.0,0.17,1.117,-0.3,0.047859,0.09,2.97,3.11,0,FALSE POSITIVE
4136,0,0.0,2.66588544,1.37,1,0,377.0,1,176.0,1,-0.06909,8953414,-3.8,167.0,0.65,0.0,0.09,1.17,-0.3,0.011586,0.76,0.98,4.011,0,FALSE POSITIVE
4137,0,0.4808294015396076,309.25581,1.8125658216588836,0,0,385.00676798860127,1,148.0,0,-0.89022,2576962,-0.1658165901855308,421.4,0.4253372248165444,0.15099363807728558,1.04,1.8665610708310096,-0.3,0.018899,0.4760600400266844,2.18,215.3,1,CANDIDATE
4138,0,0.754,2.44232399,2.06,0,0,543.0,1,146.0,0,-1.07876,10140274,2.2,229.0,0.88,0.0,0.08,1.94,-0.3,0.013601,0.65,1.1,9.42,1,CANDIDATE
4139,0,0.994,7.61758198,0.59,0,0,176.0,1,166.0,0,-0.53,10730070,0.7,85.4,0.37,0.408,0.32,0.81,-0.3,0.008523,0.37,1.0,16.12,1,CANDIDATE
4140,1,0.4808294015396076,41.477908,1.8125658216588836,0,0,385.00676798860127,1,173.0,0,-0.08142,4458109,-0.1658165901855308,29.9,0.4253372248165444,0.15099363807728558,0.38,1.8665610708310096,-0.3,0.005186,0.4760600400266844,1.09,26.2,0,FALSE POSITIVE
4141,0,0.958,42.1003351,0.9,0,0,33.0,1,100.0,0,-25.44864,8345384,-1.44,214.0,0.8,0.001,0.16,1.16,-0.15,0.015845,0.66,1.42,150.7,1,CANDIDATE
4142,0,0.995,2.20923119,0.63,0,0,602.0,1,163.0,0,-0.71081,2831055,0.74,59.8,0.46,0.048,0.26,0.49,-0.3,0.007076,0.53,0.84,7.088,1,CANDIDATE
4143,1,0.4808294015396076,260.54832,1.8125658216588836,0,0,385.00676798860127,1,153.0,0,-0.46064,11044826,-0.1658165901855308,161.6,0.4253372248165444,0.15099363807728558,0.63,1.8665610708310096,-0.32,0.011863,0.4760600400266844,1.35,120.4,0,FALSE POSITIVE
4144,1,0.4808294015396076,370.47678,1.8125658216588836,0,0,385.00676798860127,1,163.0,0,-0.45413,6681687,-0.1658165901855308,656.2,0.4253372248165444,0.15099363807728558,0.94,1.8665610708310096,-0.28,0.024216,0.4760600400266844,2.37,157.1,0,FALSE POSITIVE
4145,0,1.0,5.88350251,0.57,0,0,227.0,1,174.0,0,-1.05493,7703882,-0.8,217.7,0.45,0.192,0.37,0.57,-0.3,0.013655,0.34,1.27,16.66,1,CANDIDATE
4146,1,0.0,0.662457501,5.76,1,0,1235.0,1,176.0,0,-0.11788,8179190,1.37,64.1,0.11,0.0,1.58,5.69,-0.25,0.035206,0.12,8.3,1.142,0,FALSE POSITIVE
4147,0,0.0,1.33258458,3.15,0,0,851.0,1,175.0,1,-0.10765,9777724,-5.0,127.0,0.57,0.0,0.38,3.02,-0.3,0.010548,0.76,1.25,2.98,0,FALSE POSITIVE
4148,0,0.089,1.182862515,1.38,0,0,1132.0,1,120.0,0,-0.15289,9072639,-0.62,22.3,0.65,0.168,0.17,1.39,-0.15,0.004368,0.54,1.26,3.039,1,CANDIDATE
4149,0,0.146,0.539915033,0.34,0,0,1914.0,1,84.0,0,-1.27862,5340878,1.08,97.0,0.35,0.01,0.04,0.23,-0.15,0.008937,0.41,0.82,3.532,1,CANDIDATE
4150,1,0.4808294015396076,372.54353,1.8125658216588836,0,0,385.00676798860127,1,154.0,0,-0.0053,10273903,-0.1658165901855308,1106.0,0.4253372248165444,0.15099363807728558,23.23,1.8665610708310096,-0.26,0.812072,0.4760600400266844,74.14,42.4,0,FALSE POSITIVE
4151,0,0.951,2.20829637,1.18,0,0,605.0,1,81.0,0,-0.30376,7450747,-0.5,87.9,0.6,0.857,0.24,1.26,-0.15,0.008594,0.78,1.36,5.9,1,CANDIDATE
4152,0,0.996,0.849906734,0.3,0,0,1578.0,1,115.0,0,-0.11218,7826620,0.56,124.3,0.24,0.157,0.05,0.56,-0.35,0.010761,0.25,0.59,4.52,1,CANDIDATE
4153,0,0.998,26.6565737,0.19,0,0,53.0,2,171.0,0,-0.55007,8890924,-0.21,163.4,0.39,0.015,1.28,0.26,-0.3,0.012413,0.28,4.15,30.6,1,CANDIDATE
4154,0,0.125,4.4408541,0.2,0,0,302.0,2,171.0,0,-0.03484,8890924,1.5,33.9,0.9,0.062,0.53,0.24,-0.3,0.005195,1.1,1.74,4.26,1,CANDIDATE
4155,1,0.4808294015396076,373.72257,1.8125658216588836,0,0,385.00676798860127,1,162.0,0,-0.00715,8483241,-0.1658165901855308,470.9,0.4253372248165444,0.15099363807728558,29.43,1.8665610708310096,-0.3,0.609829,0.4760600400266844,67.13,47.8,0,FALSE POSITIVE
4156,0,0.998,8.18504859,0.77,0,0,164.0,1,149.0,0,-0.35152,8573193,0.9,97.6,0.34,0.361,0.24,0.75,-0.35,0.00943,0.29,0.93,10.88,1,CANDIDATE
4157,0,0.0,10.78438513,0.09,0,1,122.0,1,198.0,0,-0.13241,9240664,0.67,233.6,0.72,0.079,22.09,0.16,-0.3,0.195495,0.58,75.04,11.34,0,FALSE POSITIVE
4158,0,1.0,10.42317343,0.5,0,0,123.0,3,115.0,0,-1.42574,7673841,-1.9,71.2,1.2,0.004,0.15,0.2,-0.15,0.008625,1.0,1.07,20.41,1,CANDIDATE
4159,1,0.0,0.566804221,1.2,0,0,2010.0,1,202.0,1,-0.01958,7281411,9.4,166.0,0.4,0.0,0.07,1.19,-0.3,0.012113,0.61,0.85,1.115,0,FALSE POSITIVE
4160,0,0.006,2.022658,4.3,1,0,669.0,1,189.0,0,-0.21058,6528141,-2.71,135.7,0.4,0.0,0.35,4.12,-0.3,0.010856,0.46,1.15,4.31,0,FALSE POSITIVE
4161,1,0.4808294015396076,316.57747,1.8125658216588836,0,0,385.00676798860127,1,160.0,0,-0.75124,8106112,-0.1658165901855308,269.1,0.4253372248165444,0.15099363807728558,0.59,1.8665610708310096,-0.28,0.015014,0.4760600400266844,1.47,162.2,0,FALSE POSITIVE
4162,0,1.0,1.8679943,0.44,0,0,717.0,1,147.0,0,-11.87447,4054784,-0.3,73.4,0.61,0.104,0.14,0.17,-0.3,0.007812,0.62,0.7,13.05,1,CANDIDATE
4163,0,0.694,8.9172863,2.43,0,0,117.0,1,175.0,0,-0.84658,10745365,-1.7,196.3,0.36,0.011,0.45,2.38,-0.35,0.012876,0.36,1.39,15.43,1,CANDIDATE
4164,0,0.0,0.519437968,9.993,1,1,2184.0,1,193.0,0,-0.04171,5563937,-159.8,226.2,0.073,0.0,6.59,9.7,-0.3,0.186382,0.086,20.48,1.227,0,FALSE POSITIVE
4165,0,1.0,1.33807075,2.4,0,0,995.0,1,115.0,0,-2.1417,8396660,1.8,20.2,1.0,0.0,0.09,2.6,-0.2,0.004143,1.1,0.6,7.22,1,CANDIDATE
4166,0,0.0,1.105095798,3.51,0,1,608.0,1,159.0,1,-0.16401,10736179,-0.1,141.7,0.6,0.966,0.14,3.42,-0.3,0.010809,0.57,0.89,3.175,0,FALSE POSITIVE
4167,1,0.4808294015396076,245.01902,1.8125658216588836,0,0,385.00676798860127,1,159.0,0,-2.7674,6119921,-0.1658165901855308,375.9,0.4253372248165444,0.15099363807728558,0.89,1.8665610708310096,-0.32,0.017977,0.4760600400266844,1.98,209.3,0,FALSE POSITIVE
4168,0,0.949,153.979362,1.49,0,0,9.0,1,159.0,0,-0.66471,5084171,0.55,792.5,0.4,0.635,0.77,1.3,-0.3,0.025664,0.4,2.53,133.6,1,CANDIDATE
4169,1,0.087,10.2239787,0.21,0,0,133.0,1,68.0,0,-10.67567,4141587,-0.61,213.5,0.81,0.155,2.54,0.19,-0.25,0.013298,0.8,24.43,39.3,0,FALSE POSITIVE
4170,0,0.917,56.4148314,0.62,0,0,18.0,7,174.0,0,-0.05093,11968463,-0.8,480.1,0.6,0.451,1.01,0.64,-0.3,0.023849,0.33,2.9,25.2,1,CANDIDATE
4171,1,0.0,2.18079098,4.5,0,0,624.0,1,247.0,0,-0.00315,3834317,-0.68,83.2,0.99,0.122,0.32,3.9,-0.25,0.009013,1.3,3.29,1.269,0,FALSE POSITIVE
4172,0,0.974,20.9254083,0.97,0,0,64.0,1,105.0,0,-0.18466,10593535,-0.4,109.0,0.36,0.276,0.2,1.03,-0.15,0.00951,0.47,1.26,23.32,1,CANDIDATE
4173,0,0.905,13.0600399,0.97,0,0,98.0,2,102.0,0,-1.66356,5959719,0.5,106.8,0.75,0.883,0.06,0.32,-0.15,0.009582,0.74,0.8,30.81,1,CANDIDATE
4174,0,0.012,0.641069613,8.517,1,0,978.0,1,191.0,0,-3.35271,5992210,-4.7,78.6,0.11,0.0,0.26,8.424,-0.3,0.008191,0.096,0.86,4.81,0,FALSE POSITIVE
4175,0,0.0,2.2430415,3.0,1,0,469.0,1,186.0,1,-0.39194,4284980,1.4,101.1,1.2,0.021,0.28,2.6,-0.3,0.009195,1.0,0.89,4.75,0,FALSE POSITIVE
4176,0,0.0,1.21475168,0.12,0,1,1112.0,1,184.0,0,-0.01953,9302543,-0.229,266.1,0.099,0.0,0.74,0.04,-0.3,0.015361,0.11,5.5,1.41,0,FALSE POSITIVE
4177,0,0.999,17.3731821,0.2,0,0,75.0,1,111.0,0,-1.55502,9716028,0.19,71.7,0.39,0.626,0.25,0.16,-0.15,0.007795,0.49,1.31,38.8,1,CANDIDATE
4178,0,0.972,1.97507424,0.38,0,0,570.0,1,190.0,0,-0.35754,6223324,-1.98,130.5,0.62,0.009,0.35,0.51,-0.3,0.010488,0.67,1.08,5.8,1,CANDIDATE
4179,0,0.896,27.4784659,0.65,0,0,49.0,1,89.0,0,-0.2515,9701962,0.7,83.2,0.41,0.669,0.25,0.58,-0.1,0.008174,0.44,1.52,28.2,1,CANDIDATE
4180,1,0.4808294015396076,244.86662,1.8125658216588836,0,0,385.00676798860127,1,157.0,0,-1.35408,6685646,-0.1658165901855308,289.5,0.4253372248165444,0.15099363807728558,0.56,1.8665610708310096,-0.28,0.01575,0.4760600400266844,1.46,166.4,0,FALSE POSITIVE
4181,0,0.0,1.30627214,3.44,1,0,665.0,1,180.0,1,-0.02166,4574319,2.4,95.4,1.1,0.0,0.21,3.68,-0.3,0.009214,0.99,0.87,1.783,0,FALSE POSITIVE
4182,1,0.4808294015396076,62.366706,1.8125658216588836,0,0,385.00676798860127,1,144.0,0,-3.80551,7741837,-0.1658165901855308,95.4,0.4253372248165444,0.15099363807728558,0.85,1.8665610708310096,-0.34,0.009059,0.4760600400266844,1.88,109.6,0,FALSE POSITIVE
4183,0,0.0,0.933732791,5.91,0,1,362.0,1,182.0,1,-0.13788,11137065,-4.2,96.9,0.35,0.0,0.27,5.99,-0.25,0.008899,0.33,0.9,2.428,0,FALSE POSITIVE
4184,1,0.4808294015396076,53.106597,1.8125658216588836,0,0,385.00676798860127,1,197.0,0,-9.02715,11093335,-0.1658165901855308,82.4,0.4253372248165444,0.15099363807728558,0.65,1.8665610708310096,-0.34,0.008618,0.4760600400266844,2.2,120.5,0,FALSE POSITIVE
4185,1,0.4808294015396076,360.15417,1.8125658216588836,0,0,385.00676798860127,1,152.0,0,-0.63409,9394768,-0.1658165901855308,790.6,0.4253372248165444,0.15099363807728558,1.48,1.8665610708310096,-0.35,0.025828,0.4760600400266844,2.99,213.3,0,FALSE POSITIVE
4186,0,0.965,3.3879165,0.67,0,0,400.0,1,77.0,0,-3.05188,9773980,0.6,78.6,0.71,0.099,0.18,0.62,-0.15,0.008048,0.93,1.09,14.27,1,CANDIDATE
4187,1,0.4808294015396076,1.42856815,1.7,0,0,935.0,2,159.0,1,-0.56112,10972902,-0.6,59.5,1.7,0.001,0.29,1.6,-0.28,0.007178,1.6,0.64,4.95,0,FALSE POSITIVE
4188,1,0.4808294015396076,381.850599,1.8125658216588836,0,0,385.00676798860127,5,99.0,0,-7.3849,3832474,-0.1658165901855308,1702.0,0.4253372248165444,0.15099363807728558,0.38,1.8665610708310096,-0.17,0.037911,0.4760600400266844,3.59,582.0,0,FALSE POSITIVE
4189,0,1.0,10.81315417,0.48,0,1,101.0,1,113.0,0,-9.79432,12004971,-0.15,80.3,0.46,0.853,0.26,0.34,-0.15,0.009134,0.53,1.46,39.5,0,FALSE POSITIVE
4190,1,0.0,359.08368,3.32,0,0,4.0,1,176.0,1,-0.00702,3644602,3.4,618.7,1.1,0.0,9.06,3.32,-0.3,0.286377,0.88,29.15,43.4,0,FALSE POSITIVE
4191,0,1.0,58.7488629,0.58,0,0,24.0,1,166.0,0,-6.21122,10467714,0.33,473.6,0.34,0.108,0.33,1.13,-0.3,0.019865,0.45,1.75,141.0,1,CANDIDATE
4192,0,0.0,3.74784374,4.1,1,0,357.0,1,171.0,1,-0.31649,11912941,-0.5,116.5,0.84,0.0,0.32,3.0,-0.35,0.009894,1.2,1.08,7.89,0,FALSE POSITIVE
4193,0,0.651,64.740274,1.23,0,0,22.0,2,163.0,0,-0.03695,4141593,0.31,113.1,0.64,0.251,0.39,1.18,-0.3,0.010514,0.65,1.35,22.6,1,CANDIDATE
4194,0,0.898,5.38299284,1.16,0,0,249.0,1,113.0,0,-0.34647,7778427,0.23,35.1,0.81,0.169,0.14,1.14,-0.15,0.005534,0.82,0.78,11.3,1,CANDIDATE
4195,0,0.0,1.71028117,2.08,1,0,783.0,1,158.0,1,-0.31572,6525106,2.0,111.6,0.56,0.018,0.29,1.87,-0.3,0.009798,0.7,0.91,4.75,0,FALSE POSITIVE
4196,0,0.98,2.0481582,0.8,0,0,549.0,1,172.0,0,-1.4841,6523058,0.38,183.3,1.5,0.068,0.35,10.3,-0.3,0.012387,1.4,1.16,8.234,1,CANDIDATE
4197,0,0.934,140.251943,1.2,0,0,11.0,1,76.0,0,-1.10506,5977470,0.9,567.7,0.56,0.349,0.05,1.17,-0.15,0.021342,0.62,1.84,157.9,1,CANDIDATE
4198,0,0.986,14.7179342,0.72,0,0,92.0,1,184.0,0,-0.22217,11769689,-1.4,132.3,0.78,0.199,0.42,0.81,-0.3,0.011244,0.69,1.25,13.99,1,CANDIDATE
4199,0,0.0,0.570828503,1.8125658216588836,1,1,2329.0,1,72.0,0,-3.20045,4355503,-5.22,174.4,0.4253372248165444,0.0,0.05,1.8665610708310096,-0.1,0.012689,0.4760600400266844,0.54,3.93,0,FALSE POSITIVE
4200,1,0.4808294015396076,134.4665,1.8125658216588836,0,0,385.00676798860127,1,155.0,0,-5.48153,6119923,-0.1658165901855308,1032.0,0.4253372248165444,0.15099363807728558,2.95,1.8665610708310096,-0.26,0.028713,0.4760600400266844,2.48,193.0,0,FALSE POSITIVE
4201,1,0.0,0.909314811,1.92,0,0,1474.0,1,146.0,1,-0.24138,6126076,-4.9,40.5,0.71,0.0,0.21,1.92,-0.3,0.006266,0.93,0.99,2.36,0,FALSE POSITIVE
4202,0,0.975,207.24785,0.99,0,0,6.0,2,78.0,0,-3.20397,11284772,0.6,809.2,0.37,0.414,0.09,0.75,-0.15,0.025839,0.49,1.56,258.1,1,CANDIDATE
4203,1,0.4808294015396076,186.55347,1.8125658216588836,0,0,385.00676798860127,1,161.0,0,-0.34417,9209183,-0.1658165901855308,334.5,0.4253372248165444,0.15099363807728558,0.82,1.8665610708310096,-0.3,0.016896,0.4760600400266844,1.86,102.7,0,FALSE POSITIVE
4204,0,1.0,5.99078221,2.24,0,0,223.0,1,102.0,0,-0.41796,6153407,-0.87,69.9,0.73,0.008,0.15,0.32,-0.15,0.009741,0.77,1.03,9.71,1,CANDIDATE
4205,0,0.0,14.0801852,6.01,1,0,97.0,1,71.0,0,-2.6543,5955621,-2.83,90.7,0.56,0.0,0.16,6.08,-0.15,0.008751,0.67,1.04,30.4,0,FALSE POSITIVE
4206,0,0.493,2.440839436,2.07,0,0,463.0,1,170.0,0,-0.19493,11519187,-2.25,509.5,0.8,0.15099363807728558,2.26,1.01,-0.3,0.279368,0.77,21.29,5.14,1,CANDIDATE
4207,0,0.991,23.6223571,1.04,0,0,61.0,1,170.0,0,-0.25575,8417078,1.0,57.0,0.68,0.087,0.22,0.6,-0.3,0.007017,0.66,1.07,24.68,1,CANDIDATE
4208,0,1.0,19.2527652,0.5,0,0,69.0,1,175.0,0,-0.68953,9457948,-1.0,138.5,1.2,0.138,0.39,0.4,-0.35,0.010815,1.2,1.24,30.57,1,CANDIDATE
4209,0,0.0,3.28931936,6.7,1,0,323.0,1,175.0,0,-0.01093,4852297,-11.4,166.0,0.27,0.0,16.44,6.89,-0.3,0.431441,0.43,50.51,2.61,0,FALSE POSITIVE
4210,0,0.0,1.08195208,3.6,0,0,996.0,1,158.0,1,-0.03404,9851845,-2.3,33.6,0.7,0.007,0.06,3.6,-0.3,0.005235,1.0,0.47,1.788,0,FALSE POSITIVE
4211,0,0.0,0.512583041,6.94,1,1,2211.0,1,190.0,1,-0.74767,9474483,10.2,114.3,0.24,0.0,0.36,6.6,-0.3,0.009823,0.61,1.07,2.6895,0,FALSE POSITIVE
4212,0,0.427,219.20579,2.7,0,0,4.0,1,194.0,0,-0.14166,4072271,1.0,207.8,0.68,0.453,0.85,2.8,-0.35,0.01367,3.7,2.66,100.7,1,CANDIDATE
4213,0,1.0,2.29794819,1.08,0,0,583.0,1,169.0,0,-0.46226,9898017,2.1,83.2,0.7,0.036,0.29,1.04,-0.3,0.008411,0.86,0.98,6.226,1,CANDIDATE
4214,1,0.4808294015396076,368.11581,1.8125658216588836,0,0,385.00676798860127,1,158.0,0,-0.82762,8613218,-0.1658165901855308,476.2,0.4253372248165444,0.15099363807728558,0.85,1.8665610708310096,-0.3,0.02001,0.4760600400266844,2.11,212.2,0,FALSE POSITIVE
4215,1,0.4808294015396076,368.52466,1.8125658216588836,0,0,385.00676798860127,1,147.0,0,-1.26769,8548069,-0.1658165901855308,680.3,0.4253372248165444,0.15099363807728558,1.73,1.8665610708310096,-0.37,0.024556,0.4760600400266844,3.05,210.9,0,FALSE POSITIVE
4216,0,1.0,4.54586982,4.0,0,0,252.0,5,177.0,0,-0.08422,6278762,-6.02,76.5,1.5,0.053,0.05,4.2,-0.15,0.008238,1.8,0.65,16.55,1,CANDIDATE
4217,0,0.98,3.48754109,0.27,0,0,377.0,1,73.0,0,-3.35051,8098212,0.3,85.1,0.71,0.15099363807728558,0.07,0.15,-0.15,0.008377,1.0,0.72,14.08,1,CANDIDATE
4218,1,0.4808294015396076,0.542498653,1.8125658216588836,0,0,385.00676798860127,1,268.0,0,-0.01838,3127911,-0.1658165901855308,54.9,0.4253372248165444,0.15099363807728558,0.7,1.8665610708310096,-0.32,0.006974,0.4760600400266844,2.25,1.158,0,FALSE POSITIVE
4219,0,0.971,8.0772455,0.79,0,0,167.0,1,85.0,0,-0.00774,6369131,0.5,79.2,0.53,0.012,0.31,0.85,-0.15,0.011741,0.6,2.61,2.23,1,CANDIDATE
4220,0,0.4808294015396076,364.08733,1.3,0,0,385.00676798860127,1,179.0,0,-1.06904,7820699,-5.7,372.0,0.84,0.0,0.35,1.2,-0.28,0.017474,1.3,1.39,198.0,1,CANDIDATE
4221,0,0.276,21.5819776,9.0,1,0,62.0,1,112.0,0,-0.02488,10399321,9.2,47.6,0.13,0.004,0.16,2.5,-0.1,0.006239,1.0,0.91,12.09,0,FALSE POSITIVE
4222,0,0.999,5.75651958,0.93,0,0,230.0,1,166.0,0,-1.60074,10257229,0.2,65.3,0.32,0.839,0.28,0.85,-0.3,0.007466,0.37,0.83,18.61,1,CANDIDATE
4223,0,0.98,91.95723,1.64,0,0,14.0,1,79.0,0,-0.50806,3539231,0.1,308.4,0.57,0.207,0.42,1.67,-0.15,0.015948,0.8,2.66,68.15,1,CANDIDATE
4224,0,0.944,7.51731745,1.02,0,0,179.0,1,74.0,0,-2.56366,6311891,0.6,170.7,0.72,0.423,0.15,1.33,-0.15,0.011854,0.73,1.19,22.65,1,CANDIDATE
4225,0,0.4808294015396076,3.08723626,8.23,1,0,429.0,1,175.0,0,-0.74373,7837733,-157.1,101.9,0.068,0.0,0.72,8.2,-0.37,0.00935,0.12,1.2,8.84,0,FALSE POSITIVE
4226,0,0.0,0.592562969,7.804,1,1,1911.0,1,172.0,0,-0.04822,2578017,4.57,1546.4,0.093,0.0,6.84,7.744,-0.3,0.295765,0.093,25.97,1.359,0,FALSE POSITIVE
4227,0,1.0,44.6966177,0.73,0,0,32.0,1,80.0,0,-0.07995,7834045,-0.65,257.3,0.38,0.053,0.45,1.99,-0.15,0.014812,0.57,2.46,30.6,1,CANDIDATE
4228,0,0.965,8.5275894,0.32,0,0,157.0,1,158.0,0,-1.47353,10663738,-2.8,112.5,1.0,0.016,0.44,0.34,-0.3,0.00985,0.85,1.28,21.16,1,CANDIDATE
4229,0,1.0,3.07714195,0.51,0,0,211.0,1,82.0,0,-0.00401,7891294,0.2,34.2,0.59,0.517,0.19,0.54,-0.15,0.007413,0.6,1.08,1.767,1,CANDIDATE
4230,0,1.0,3.83488354,0.62,0,0,300.0,2,182.0,0,-2.13201,9413156,-0.2,243.0,0.61,0.587,0.26,0.97,-0.3,0.014219,0.61,1.2,14.26,1,CANDIDATE
4231,0,0.0,31.97181,3.71,1,0,43.0,1,152.0,1,-0.00172,8625732,-2.9,117.4,0.34,0.0,0.26,3.66,-0.3,0.010165,0.96,0.95,17.1,0,FALSE POSITIVE
4232,0,0.003,5.81289843,12.57,1,0,232.0,1,168.0,0,-0.08435,2831251,-36.4,76.3,0.071,0.0,0.3,12.32,-0.3,0.008221,0.15,0.93,9.8,0,FALSE POSITIVE
4233,0,0.4808294015396076,6.44173995,8.1,1,0,206.0,1,157.0,0,-5.51898,6721380,4.8,107.7,1.3,0.0,0.81,8.08,-0.3,0.009609,0.53,1.41,28.8,0,FALSE POSITIVE
4234,0,0.0,0.631106722,6.94,1,0,2114.0,1,161.0,0,-2.19857,7694615,-16.1,49.2,0.089,0.0,0.13,6.91,-0.3,0.006393,0.12,0.63,4.83,0,FALSE POSITIVE
